job_id,contractor,customer,phone,email,street,city,state,zip,hoa,system_size,panel_count,watt,inverter,battery,roof_type,rep,crew,partner,financer,invoice_number,install_cost,contract_amount,m1_due,m1_received,m2_due,m2_received,m1_amount,m2_amount,utility_company,permit_status,stage,status,install_date,inspection_date,pto_date,site_survey_date,interconnection_status,next_action,adders,notes,created_at,updated_at
4605,,"Hilton, David",N/A 2,N/A 2,34B Chestnut Common,New Gloucester,ME,04260,false,,0,0,,false,,,N/A,Empower,,2699,0,2040,true,true,false,false,2040,,,Not Submitted,,Inspection Scheduled,2025-09-03,,,,Approved,,,,2026-03-17,
4492,,"Gomez, Stephanie",N/A 2,N/A 2,3 Heritage Ct,Wolcott,CT,06716,false,,0,0,,false,,,N/A,Empower,,2700,0,4845,true,true,true,true,3876,969,,Not Submitted,,Fully Paid / Closed,2026-01-16,,,,Approved,,,,2026-03-17,
4104,,"Lavoie, Tracy",N/A 2,N/A 2,151 State St,Van Buren,ME,04785,false,,0,0,,false,,,N/A,Empower,,2701,0,3922,true,true,true,true,3922,,,Not Submitted,,Fully Paid / Closed,2025-09-04,,,,Approved,,,Inverter arrived after 430,2026-03-17,
4422,,"Thurston, Adam",N/A 2,N/A 2,3873 River Rd,Troy,VT,05859,false,,0,0,,false,,,N/A,Empower,,2702,0,4335,true,true,true,true,3468,867,,Not Submitted,,Fully Paid / Closed,,,,,Approved,,,SV,2026-03-17,
4232,,"Rodriguez, Justin",N/A 2,N/A 2,392 Main St,Meriden,CT,06451,false,,0,0,,false,,,N/A,Empower,,2703,0,5100,true,true,true,true,4080,1020,,Not Submitted,,Fully Paid / Closed,2025-09-05,,,,Approved,,,,2026-03-17,
4423,,"Martel, Paul",N/A 2,N/A 2,12 N Marrs Point Rd,Wales,ME,04280,false,,0,0,,false,,,N/A,Empower,,2704,0,7905,true,true,true,true,6324,1581,,Not Submitted,,Fully Paid / Closed,2025-09-05,,,,Approved,,,,2026-03-17,
4541,,"Bray, James",N/A 2,N/A 2,147 Orchard St,Enosburg,VT,05450,false,,0,0,,false,,,N/A,Empower,,2735,0,7495,true,true,true,true,6271,1224,,Not Submitted,,Fully Paid / Closed,2025-09-18,,,,Approved,,[object Object],,2026-03-17,
4117,,"Douglas, Mark",N/A 2,N/A 2,350 Sharon Dr,Cheshire,CT,06410,false,,0,0,,false,,,N/A,Empower,,2706,0,10130,true,true,true,true,8804,1326,,Not Submitted,,Fully Paid / Closed,2025-09-16,,,,Approved,,,,2026-03-17,
4502,,"Matson, Jamie",N/A 2,N/A 2,390 Duck Cove Rd,Bucksport,ME,04416,false,,0,0,,false,,,N/A,Empower,,2707,0,4590,true,true,true,true,3672,918,,Not Submitted,,Fully Paid / Closed,2025-09-08,,,,Approved,,,,2026-03-17,
4583,,"Scelza, Christopher",N/A 2,N/A 2,447 US-5,Hartland,VT,05048,false,,0,0,,false,,,N/A,Empower,,2708,0,4080,true,true,true,true,3264,816,,Not Submitted,,Fully Paid / Closed,2025-09-08,,,,Approved,,,,2026-03-17,
4304,,"Jeffs, Henry",N/A 2,N/A 2,35 Canterbury Rd,Brooklyn,CT,06234,false,,0,0,,false,,,N/A,Empower,,2709,0,10456,true,true,true,true,10456,,,Not Submitted,,Fully Paid / Closed,2025-09-29,,,,Approved,,,mpu,2026-03-17,
3494,,"Ralphton, Richard",N/A 2,N/A 2,227 East Main Street,Avon,MA,02322,false,,0,0,,false,,,N/A,Empower,,2710,0,9365,true,true,true,true,8192,1173,,Not Submitted,,Fully Paid / Closed,2025-09-09,,,,Approved,,[object Object],MPU 200a MeterMain 3500,2026-03-17,
4579,,"Wiley, John",N/A 2,N/A 2,85 Smith St,Fryeburg,ME,04037,false,,0,0,,false,,,N/A,Empower,,2711,0,5100,true,true,true,true,4080,1020,,Not Submitted,,Fully Paid / Closed,2025-09-09,,,,Approved,,,,2026-03-17,
4640,,"Winter, Adam",N/A 2,N/A 2,117 N Jefferson Rd,South Burlington,VT,,false,,0,0,,false,,,N/A,Empower,,2862,0,4845,true,true,false,false,4845,,,Not Submitted,,Scheduled,2025-09-09,,,,Approved,,,,2026-03-17,
4494,,"Bartels, Suzanne",N/A 2,N/A 2,17 Pacific St,New London,CT,06320,false,,0,0,,false,,,N/A,Empower,,2713,0,2805,true,true,true,true,2244,561,,Not Submitted,,Fully Paid / Closed,2025-09-10,,,,Approved,,,,2026-03-17,
4284,,"Tahir, Manal",N/A 2,N/A 2,233 N Gorham Rd,Gorham,ME,04038,false,,0,0,,false,,,N/A,Empower,,2714,0,6120,true,true,true,true,4896,1224,,Not Submitted,,Fully Paid / Closed,2025-09-10,,,,Approved,,,,2026-03-17,
4282,,"Pascariu-Costo, Corinne",N/A 2,N/A 2,26 Brassor Dr,Wilmington,VT,05363,false,,0,0,,false,,,N/A,Empower,,2715,0,2550,true,true,true,true,2040,510,,Not Submitted,,Fully Paid / Closed,2025-09-10,,,,Approved,,,,2026-03-17,
3848,,"Trask, Matt",N/A 2,N/A 2,19 Brookside Dr,Buxton,ME,04093,false,,0,0,,false,,,N/A,Empower,,,0,816,true,true,true,true,,816,,Not Submitted,,Fully Paid / Closed,,,,,Approved,,,SV,2026-03-17,
4330,,"Pinto, William",N/A 2,N/A 2,9 Ox Dr,Brookfield,CT,06804,false,,0,0,,false,,,N/A,Empower,,2716,0,4896,true,true,true,true,3264,1632,,Not Submitted,,Fully Paid / Closed,2025-09-11,,,,Approved,,,,2026-03-17,
4402,,"Cialino, Charles",N/A 2,N/A 2,202 Fairview Dr,Waterboro,ME,04061,false,,0,0,,false,,,N/A,Empower,,2717,0,5712,true,true,true,true,5712,,,Not Submitted,,Fully Paid / Closed,2025-09-11,,,,Approved,,,,2026-03-17,
4550,,"Horn, Bradley",N/A 2,N/A 2,962 Bean Rd,Charlotte,VT,05445,false,,0,0,,false,,,N/A,Empower,,2718,0,2550,true,true,true,true,2040,510,,Not Submitted,,Fully Paid / Closed,2025-09-11,,,,Approved,,,,2026-03-17,
4415,,"Delano, Ryan",N/A 2,N/A 2,211 Peltoma Ave,Pittsfield,ME,04967,false,,0,0,,false,,,N/A,Empower,,2719,0,4335,true,true,true,true,3468,867,,Not Submitted,,Fully Paid / Closed,2025-09-12,,,,Approved,,,,2026-03-17,
4609,,"Rainey, Timothy",N/A 2,N/A 2,204 Commercial Ave,Lunenburg,VT,05904,false,,0,0,,false,,,N/A,Empower,,2720,0,6630,true,true,true,true,5304,1326,,Not Submitted,,Fully Paid / Closed,2025-09-12,,,,Approved,,,,2026-03-17,
4078,,"Friend, James",N/A 2,N/A 2,97 Milton Rd,Bristol,CT,06010,false,,0,0,,false,,,N/A,,,2721,0,6630,true,true,true,true,5304,1326,,Not Submitted,,Fully Paid / Closed,2025-09-15,,,,Approved,,,,2026-03-17,
4107,,"Selden, Sarah",N/A 2,N/A 2,55 Choate Dr,Petersham,MA,01366,false,,0,0,,false,,,N/A,,,2722,0,5100,true,true,true,true,5100,,,Not Submitted,,Fully Paid / Closed,2025-09-15,,,,Approved,,,,2026-03-17,
4318,,"Horn, Megan",N/A 2,N/A 2,169 Pine Hill Rd a,Berwick,ME,03901,false,,0,0,,false,,,N/A,,,2733,0,3264,true,true,true,true,3264,,,Not Submitted,,Fully Paid / Closed,2025-09-15,,,,Approved,,,,2026-03-17,
4407,,"Maloney, Frank",N/A 2,N/A 2,742 Paradis Mountain Rd,Brighton,VT,05846,false,,0,0,,false,,,N/A,,,2723,0,6324,true,true,false,false,6324,,,Not Submitted,,Inspection Scheduled,2025-09-15,,,,Approved,,,,2026-03-17,
4228,,"Romero, Thomas",N/A 2,N/A 2,43 Buckingham Dr,Southwick,MA,01077,false,,0,0,,false,,,N/A,,,2735,0,2550,true,true,true,true,2040,510,,Not Submitted,,Fully Paid / Closed,2025-09-16,,,,Approved,,,,2026-03-17,
4469,,"Arnold, Lee Ann",N/A 2,N/A 2,237 River Rd,Brunswick,ME,04011,false,,0,0,,false,,,N/A,,,2724,0,8670,true,true,true,true,6936,1734,,Not Submitted,,Fully Paid / Closed,2025-09-16,,,,Approved,,,,2026-03-17,
4633,,"Reina, Dennis",N/A 2,N/A 2,560 Black Bear Run,Stowe,VT,05672,false,,0,0,,false,,,N/A,,,2725,0,4080,true,true,true,true,3264,816,,Not Submitted,,Fully Paid / Closed,2025-09-16,,,,Approved,,,,2026-03-17,
4635,,"Barrows, Erik",N/A 2,N/A 2,1 Eastview Dr,Simsbury,CT,06070,false,,0,0,,false,,,N/A,,,2726,0,3564,true,true,true,true,3564,,,Not Submitted,,Fully Paid / Closed,2025-09-17,,,,Approved,,,Tandem breakers 400,2026-03-17,
4183,,"Lehouillier, Alana",N/A 2,N/A 2,33 E Orchard Terrace,Adams,MA,01220,false,,0,0,,false,,,N/A,,,2727,0,3825,true,true,true,true,3060,765,,Not Submitted,,Fully Paid / Closed,2025-09-17,,,,Approved,,,,2026-03-17,
4051,,"Plimpton, Anne",N/A 2,N/A 2,18 Open Harbor Ln,Stonington,ME,04681,false,,0,0,,false,,,N/A,,,2602,0,3356,true,true,false,false,3356,,,Not Submitted,,Inspection Scheduled,2025-09-17,,,,Approved,,,,2026-03-17,
4496,,"Cox, Thomas",N/A 2,N/A 2,69 Pleasant Valley Rd,Springfield,VT,05156,false,,0,0,,false,,,N/A,,,2729,0,5865,true,true,true,true,4692,1173,,Not Submitted,,Fully Paid / Closed,2025-09-17,,,,Approved,,,,2026-03-17,
4603,,"Nino, Jonathan",N/A 2,N/A 2,133 Fabyan Woodstock Rd,North Grosvenor Dale,CT,06255,false,,0,0,,false,,,N/A,,,2730,0,12750,true,true,true,true,10200,2550,,Not Submitted,,Fully Paid / Closed,2025-09-18,,,,Approved,,,,2026-03-17,
4514,,"Levy, Clifford",N/A 2,N/A 2,3 Kendall Ln,Falmouth,MA,02540,false,,0,0,,false,,,N/A,,,2731,0,4788,true,true,true,true,4788,,,Not Submitted,,Fully Paid / Closed,2025-09-18,,,,Approved,,[object Object],Wrong materials delivered next day 300$,2026-03-17,
4576,,"Grigoryan, Luba",N/A 2,N/A 2,45 Nichols St,Swampscott,MA,01907,false,,0,0,,false,,,N/A,,,2732,0,3264,true,true,true,true,3264,,,Not Submitted,,Fully Paid / Closed,2025-09-19,,,,Approved,,,,2026-03-17,
4638,,"Pesino, Sherry",N/A 2,N/A 2,119 Dorothy Dr,Middletown,CT,06457,false,,0,0,,false,,,N/A,,,2736,0,8670,true,true,true,true,6936,1734,,Not Submitted,,Fully Paid / Closed,2025-09-22,,,,Approved,,,,2026-03-17,
4520,,"Henderson, Kathryn",N/A 2,N/A 2,38 Mayflower Ln,Rochester,MA,02770,false,,0,0,,false,,,N/A,,,2737,0,9435,true,true,true,true,7548,1887,,Not Submitted,,Fully Paid / Closed,2025-09-22,,,,Approved,,,2day,2026-03-17,
4086,,"Parsons, Matthew",N/A 2,N/A 2,121 Mill Valley Rd,Hadley,MA,01035,false,,0,0,,false,,,N/A,,,2748,0,7784,true,true,false,false,7784,,,Not Submitted,,Inspection Scheduled,2026-02-12,,,,Approved,,[object Object],3day ground mount,2026-03-17,
4389,,"Stroh, Olena",N/A 2,N/A 2,170 Edgewood Cir,Southington,CT,06489,false,,0,0,,false,,,N/A,,,2738,0,3060,true,true,true,true,2448,612,,Not Submitted,,Fully Paid / Closed,2025-09-23,,,,Approved,,,,2026-03-17,
4321,,"Nowak, John",N/A 2,N/A 2,365 Cedar Breeze N,Glenburn,ME,04401,false,,0,0,,false,,,N/A,,,2739,0,5100,true,true,false,false,5100,,,Not Submitted,,Inspection Scheduled,2025-09-23,,,,Approved,,,,2026-03-17,
4604,,"Rosin, Bethany",N/A 2,N/A 2,93 October Ln,Plantsville,CT,06479,false,,0,0,,false,,,N/A,,,2740,0,5100,true,true,true,true,4080,1020,,Not Submitted,,Fully Paid / Closed,2025-09-24,,,,Approved,,,,2026-03-17,
4150,,"Bates, Jon",N/A 2,N/A 2,6 Essex Ct,Edgartown,MA,02539,false,,0,0,,false,,,N/A,,,2741,0,3244,true,true,false,false,3244,,,Not Submitted,,Inspection Scheduled,,,,,Approved,,[object Object],M/V island,2026-03-17,
4555,,"Torresen, David",N/A 2,N/A 2,31 Austin St,Portland,ME,04103,false,,0,0,,false,,,N/A,,,2742,0,2550,true,true,true,true,2040,510,,Not Submitted,,Fully Paid / Closed,2025-09-24,,,,Approved,,,,2026-03-17,
3932,,"Vandall, Cheyanne",N/A 2,N/A 2,221 Greenwood Ave unit f,Tisbury,MA,02568,false,,0,0,,false,,,N/A,,,2743,0,2326,true,true,false,false,2326,,,Not Submitted,,Inspection Scheduled,,,,,Approved,,,M/V Island,2026-03-17,
4480,,"DeBruin, Richard",N/A 2,N/A 2,117 Park St,Phillips,ME,04966,false,,0,0,,false,,,N/A,,,2744,0,4335,true,true,true,true,3468,867,,Not Submitted,,Fully Paid / Closed,2025-09-26,,,,Approved,,,,2026-03-17,
4602,,"Hickey, Virginia",N/A 2,N/A 2,264 East St,Dedham,MA,02026,false,4.730,0,0,,false,,,N/A,,,2745,0,2244,true,true,false,false,2244,,,Not Submitted,,Inspection Scheduled,2026-02-16,,,,Approved,,,,2026-03-17,
4510,,"Farnham, Kendall",N/A 2,N/A 2,1586 Hartford Ave.,Hartford,VT,05001,false,,0,0,,false,,,N/A,,,2746,0,4080,true,true,true,true,3264,816,,Not Submitted,,Fully Paid / Closed,2025-09-26,,,,Approved,,,,2026-03-17,
4572,,"Viger, Kenneth",N/A 2,N/A 2,168 Lewiston Rd,Gray,ME,04039,false,,0,0,,false,,,N/A,,,2747,0,5712,true,true,false,false,5712,,,Not Submitted,,Inspection Scheduled,2025-09-27,,,,Approved,,,,2026-03-17,
4505,,"Swanton, John",N/A 2,N/A 2,Captain's Quarters,171 E Shore Rd,ME,04578,false,,0,0,,false,,,N/A,,,2763,0,32845,true,true,true,true,31213,1632,,Not Submitted,,Fully Paid / Closed,2025-09-30,,,,Approved,,[object Object],Ground mount,2026-03-17,
4549,,"Delaney, Christine",N/A 2,N/A 2,479 E Dover Rd,Wardsboro,VT,05355,false,,0,0,,false,,,N/A,,,2748,0,2856,true,true,true,true,2856,,,Not Submitted,,Fully Paid / Closed,2025-09-29,,,,Approved,,,,2026-03-17,
4722,,"Pettit, Kirk",N/A 2,N/A 2,10 Cedar Hill Dr,Prospect,CT,06712,false,,0,0,,false,,,N/A,,,2749,0,5304,true,true,true,true,5304,,,Not Submitted,,Fully Paid / Closed,2025-09-30,,,,Approved,,,,2026-03-17,
4440,,"Murphy, Deirdre",N/A 2,N/A 2,5 Elm Ave,Fairhaven,MA,02719,false,,0,0,,false,,,N/A,,,2750,0,2295,true,true,true,true,1836,459,,Not Submitted,,Fully Paid / Closed,2025-09-30,,,,Approved,,,,2026-03-17,
4743,,"Fifield, Rosemary",N/A 2,N/A 2,3524 VT-113,West Fairlee,VT,05083,false,,0,0,,false,,,N/A,,,2751,0,2550,true,true,true,true,2040,510,,Not Submitted,,Fully Paid / Closed,2025-09-30,,,,Approved,,,,2026-03-17,
4691,,"Frost, Margaret",N/A 2,N/A 2,2637 Boro Hill Rd,Bristol,VT,05443,false,,0,0,,false,,,N/A,,,2752,0,5100,true,true,true,true,4080,1020,,Not Submitted,,Fully Paid / Closed,2025-09-30,,,,Approved,,,,2026-03-17,
4320,,"Holmes, Lyndon",N/A 2,N/A 2,34 Brackenbury Ln,Beverly,MA,01915,false,,0,0,,false,,,N/A,,,2761,0,26520,true,true,true,true,21216,5304,,Not Submitted,,Fully Paid / Closed,2025-10-01,,,,Approved,,,3day,2026-03-17,
4124,,"Miranda, Vickie",N/A 2,N/A 2,20 Maple Ave,Bridgewater,MA,02324,false,,0,0,,false,,,N/A,,,2753,0,7140,true,true,false,false,7140,,,Not Submitted,,Inspection Scheduled,2025-10-01,,,,Approved,,,,2026-03-17,
4749,,"Temple, Kirt",N/A 2,N/A 2,200 Old Stage Rd,Orwell,VT,05760,false,,0,0,,false,,,N/A,,,2755,0,6630,true,true,true,true,5304,1326,,Not Submitted,,Fully Paid / Closed,2025-10-01,,,,Approved,,,,2026-03-17,
4637,,"Collins, Mary",N/A 2,N/A 2,557 Hardwood Flats Rd,Wolcott,VT,05680,false,,0,0,,false,,,N/A,,,2756,0,5100,true,true,true,true,4080,1020,,Not Submitted,,Fully Paid / Closed,2025-10-02,,,,Approved,,,,2026-03-17,
4711,,"Oechsle, Russell",N/A 2,N/A 2,56 Smith Rd,Milton,VT,05468,false,,0,0,,false,,,N/A,,,2757,0,7395,true,true,true,true,5916,1479,,Not Submitted,,Fully Paid / Closed,2025-10-02,,,,Approved,,,,2026-03-17,
4777,,"Bowe, Evan",N/A 2,N/A 2,70 Acorn St,Hartford,VT,05001,false,,0,0,,false,,,N/A,,,2758,0,3570,true,true,true,true,2856,714,,Not Submitted,,Fully Paid / Closed,2025-10-03,,,,Approved,,,,2026-03-17,
4437,,"Hassenberg, Michael",N/A 2,N/A 2,223 Partridge Hill Ln,Williston,VT,05495,false,,0,0,,false,,,N/A,,,2759,0,6324,true,true,true,true,6324,,,Not Submitted,,Fully Paid / Closed,2025-10-03,,,,Approved,,,,2026-03-17,
4368,,"Zinni, Rachel",N/A 2,N/A 2,27 Robindale Dr,Southington,CT,06479,false,,0,0,,false,,,N/A,,,2760,0,6090,true,true,true,true,5172,918,,Not Submitted,,Fully Paid / Closed,2025-10-04,,,,Approved,,,,2026-03-17,
4481,,"Betancourt, Adam",N/A 2,N/A 2,411 Falls Ave,Watertown,CT,06779,false,9.030,0,0,,false,,,N/A,,,2764,0,8008,true,true,true,true,6784,1224,,Not Submitted,,Fully Paid / Closed,2026-03-12,,,,Approved,,,100a MPU only,2026-03-17,
4631,,"Beagan, Michael",N/A 2,N/A 2,20 Whitewater Dr,Biddeford,ME,04005,false,11.610,0,0,,false,,,N/A,,,2765,0,6885,true,true,true,true,5508,1377,,Not Submitted,,Fully Paid / Closed,2025-10-06,,,,Approved,,,,2026-03-17,
4582,,"Scheindel, Stephen",N/A 2,N/A 2,153 Ferris Rd,Randolph,VT,05061,false,5.590,0,0,,false,,,N/A,,,2766,0,3315,true,true,true,true,2652,663,,Not Submitted,,Fully Paid / Closed,2025-10-06,,,,Approved,,,,2026-03-17,
4600,,"Begley, Timothy",N/A 2,N/A 2,21 Douglas Ln,Oak Bluffs,MA,02568,false,12.900,0,0,,false,,,N/A,,,2767,0,2000,true,true,false,false,2000,,,Not Submitted,,Scheduled,2025-10-28,,,,Approved,,[object Object],Rescheduled,2026-03-17,
4766,,"Driscoll, Christopher",N/A 2,N/A 2,2 Indian Ridge Dr,Biddeford,ME,04005,false,7.740,0,0,,false,,,N/A,,,2768,0,4590,true,true,true,true,3672,918,,Not Submitted,,Fully Paid / Closed,2025-10-07,,,,Approved,,,,2026-03-17,
4560,,"Jacobson, Rachel",N/A 2,N/A 2,92 Hastings Ln,Hardwick,VT,05843,false,6.880,0,0,,false,,,N/A,,,2769,0,3264,true,true,true,true,3264,,,Not Submitted,,Fully Paid / Closed,2025-10-07,,,,Approved,,,,2026-03-17,
4403,,"Goodwin Smith, Karen",N/A 2,N/A 2,1056 Oak St,Harwich,MA,02645,false,5.590,0,0,,false,,,N/A,,,2770,0,3315,true,true,false,false,2652,663,,Not Submitted,,Inspection Scheduled,2026-03-11,,,,Approved,,,2nd day panel,2026-03-17,
4647,,"Todd, Caroline",N/A 2,N/A 2,104 Bossidy Dr,Pittsfield,MA,01201,false,11.610,0,0,,false,,,N/A,,,2771,0,5508,true,true,false,false,5508,,,Not Submitted,,Inspection Scheduled,2026-02-05,,,,Approved,,,,2026-03-17,
4580,,"Powell, William",N/A 2,N/A 2,640 US-202,Greene,ME,04236,false,27.090,0,0,,false,,,N/A,,,2772,0,12852,true,true,true,true,12852,,,Not Submitted,,Fully Paid / Closed,2025-10-08,,,,Approved,,,,2026-03-17,
4786,,"Ford, Rebecca",N/A 2,N/A 2,62 Wilford Rd,North Branford,CT,06471,false,25.800,0,0,,false,,,N/A,,,2773,0,16050,true,true,true,true,12990,3060,,Not Submitted,,Fully Paid / Closed,2025-10-27,,,,Approved,,,TAPBOX 200a,2026-03-17,
4542,,"Garry, Jamie",N/A 2,N/A 2,8 Mooney Ave,Salem,MA,01970,false,4.730,0,0,,false,,,N/A,,,2774,0,2244,true,true,false,false,2244,,,Not Submitted,,Inspection Scheduled,2025-10-09,,,,Approved,,,,2026-03-17,
4498,,"Audette, Annabelle",N/A 2,N/A 2,128 Chapel Hill Rd,Norwich,VT,05055,false,5.160,0,0,,false,,,N/A,,,2775,0,3060,true,true,true,true,2448,612,,Not Submitted,,Fully Paid / Closed,2025-10-09,,,,Approved,,,,2026-03-17,
4429,,"Samuels, Chelle",N/A 2,N/A 2,20 Clara St,New Bedford,MA,02744,false,6.020,0,0,,false,,,N/A,,,2776,0,3570,true,true,true,true,2856,714,,Not Submitted,,Fully Paid / Closed,2025-10-10,,,,Approved,,,,2026-03-17,
4771,,"Bramley, Susan",N/A 2,N/A 2,13 Iroquois Ave,Essex Junction,VT,05452,false,5.590,0,0,,false,,,N/A,,,2777,0,3315,true,true,true,true,2652,663,,Not Submitted,,Fully Paid / Closed,2025-10-10,,,,Approved,,,,2026-03-17,
4676,,"Tanvir, Omer",N/A 2,N/A 2,10 Roscrea Pl,Weston,CT,06883,false,42.140,0,0,,false,,,N/A,,,2778,0,24990,true,true,true,true,19992,4998,,Not Submitted,,Fully Paid / Closed,2025-10-13,,,,Approved,,,,2026-03-17,
4566,,"Serino, Anthony",N/A 2,N/A 2,350 Captains Way,Eastham,MA,02642,false,5.160,0,0,,false,,,N/A,,,2779,0,2448,true,true,false,false,2448,,,Not Submitted,,Inspection Scheduled,2026-02-18,,,,Approved,,,,2026-03-17,
4128,,"Kellogg, Thomas",N/A 2,N/A 2,116 N Deer Isle Rd,Deer Isle,ME,04627,false,4.300,0,0,,false,,,N/A,,,2780,0,2290,true,true,true,true,2290,,,Not Submitted,,Fully Paid / Closed,2025-10-13,,,,Approved,,[object Object],,2026-03-17,
4569,,"Buttrick, Kelly",N/A 2,N/A 2,1232 McKinley Ave,Rutland,VT,05701,false,11.180,0,0,,false,,,N/A,,,2781,0,7804,true,true,false,false,7804,,,Not Submitted,,Inspection Scheduled,2025-12-17,,,,Approved,,,Please import and I will manually go through,2026-03-17,
4642,,"Cook, Ronald",N/A 2,N/A 2,575 Park St,Boston,MA,02124,false,4.300,0,0,,false,,,N/A,,,2828,0,250,true,true,false,false,250,,,Not Submitted,,Inspection Scheduled,2025-11-07,,,,Approved,,,Rescheduled,2026-03-17,
4517,,"Robison, Dana",N/A 2,N/A 2,1192 Highland Ave,South Portland,ME,04106,false,8.170,0,0,,false,,,N/A,,,2782,0,4845,true,true,true,true,3876,969,,Not Submitted,,Fully Paid / Closed,2025-10-14,,,,Approved,,,,2026-03-17,
4461,,"VanMoorsel, Angela",N/A 2,N/A 2,27 Interlaken Rd,Stamford,CT,06903,false,18.920,0,0,,false,,,N/A,,,2783,0,11220,true,true,true,true,8976,2244,,Not Submitted,,Fully Paid / Closed,2026-03-06,,,,Approved,,,,2026-03-17,
4591,,"Mazelli, Sean",N/A 2,N/A 2,73 Champeaux Rd,Brimfield,MA,01010,false,11.610,0,0,,false,,,N/A,,,2784,0,5508,true,true,true,true,5508,,,Not Submitted,,Fully Paid / Closed,2025-10-16,,,,Approved,,,,2026-03-17,
4111,,"Russell, Doris",N/A 2,N/A 2,20 Elm St,Auburn,ME,04210,false,8.170,0,0,,false,,,N/A,,,2785,0,4449.6,true,true,true,true,4449.6,,,Not Submitted,,Fully Paid / Closed,2025-11-18,,,,Approved,,[object Object],C,2026-03-17,
4797,,"Vatz, Kenneth",N/A 2,N/A 2,190 Haggett Rd,Montpelier,VT,05602,false,4.300,0,0,,false,,,N/A,,,2786,0,2040,true,true,true,true,2040,,,Not Submitted,,Fully Paid / Closed,2025-10-16,,,,Approved,,,,2026-03-17,
4726,,"Palmer, Michael",N/A 2,N/A 2,12 Payson Rd,Falmouth,ME,04105,false,8.600,0,0,,false,,,N/A,,,2787,0,5100,true,true,true,true,4080,1020,,Not Submitted,,Fully Paid / Closed,2025-10-17,,,,Approved,,,,2026-03-17,
4863,,"Heitsmith, Glenn",N/A 2,N/A 2,409 Sheldon Rd,Fair Haven,VT,05743,false,11.180,0,0,,false,,,N/A,,,2788,0,6630,true,true,true,true,5304,1326,,Not Submitted,,Fully Paid / Closed,2025-10-17,,,,Approved,,,,2026-03-17,
4551,,"Pascoe, Gary",N/A 2,N/A 2,5 Chestnut Cir,Old Saybrook,CT,06475,false,20.640,0,0,,false,,,N/A,,,2789,0,12240,true,true,true,true,9792,2448,,Not Submitted,,Fully Paid / Closed,2025-10-20,,,,Approved,,,,2026-03-17,
4812,,"Maple, Megan",N/A 2,N/A 2,92 Halley Dr,Hyde Park,VT,05655,false,9.460,0,0,,false,,,N/A,,,2804,0,4488,true,true,false,false,4488,,,Not Submitted,,Inspection Scheduled,2025-10-28,,,,Approved,,,,2026-03-17,
4253,,"Mooney, Jennifer",N/A 2,N/A 2,61 Hollister Rd,Swansea,MA,02777,false,6.880,0,0,,false,,,N/A,,,2790,0,8420,true,true,true,true,7604,816,,Not Submitted,,Install Complete,2026-02-12,,,,Approved,,,,2026-03-17,
4814,,"Burns, Jeffrey",N/A 2,N/A 2,52 Middlesex Rd,Topsham,ME,04086,false,8.170,0,0,,false,,,N/A,,,2791,0,4845,true,true,true,true,3876,969,,Not Submitted,,Fully Paid / Closed,2025-10-21,,,,Approved,,,,2026-03-17,
4758,,"Joseph, Andrew",N/A 2,N/A 2,37 Stowe Hill Rd,Wilmington,VT,05363,false,4.300,0,0,,false,,,N/A,,,2792,0,2040,true,true,true,true,2040,,,Not Submitted,,Fully Paid / Closed,2025-10-21,,,,Approved,,,,2026-03-17,
4646,,"Olds, Kevin",N/A 2,N/A 2,1510 Congress St,Fairfield,CT,06825,false,8.600,0,0,,false,,,N/A,,,2793,0,6120,true,true,true,true,4080,2040,,Not Submitted,,Fully Paid / Closed,2026-01-19,,,,Approved,,,Corrections,2026-03-17,
4717,,"Amis, Randy",N/A 2,N/A 2,107 Ferguson Ave,Burlington,VT,05401,false,7.310,0,0,,false,,,N/A,,,2807,0,4335,true,true,true,true,3468,867,,Not Submitted,,Fully Paid / Closed,2025-10-29,,,,Approved,,,,2026-03-17,
4672,,"Bishop, Januara",N/A 2,N/A 2,6 Crystal Dr,East Granby,CT,06026,false,13.330,0,0,,false,,,N/A,,,2794,0,7905,true,true,true,true,6324,1581,,Not Submitted,,Fully Paid / Closed,2025-10-23,,,,Approved,,,,2026-03-17,
4839,,"McDonough, Terry",N/A 2,N/A 2,35 Meadowview Rd,Windham,ME,04062,false,13.330,0,0,,false,,,N/A,,,2795,0,6324,true,true,true,true,6324,,,Not Submitted,,Fully Paid / Closed,2025-10-23,,,,Approved,,,,2026-03-17,
4796,,"Wagner, Josh",N/A 2,N/A 2,24 Bromley Forest Rd,Winhall,VT,05340,false,29.240,0,0,,false,,,N/A,,,2796,0,13872,true,true,true,true,13872,,,Not Submitted,,Fully Paid / Closed,2025-10-23,,,,Approved,,,,2026-03-17,
4554,,"Murphy, Robert",N/A 2,N/A 2,1250 Litchfield Turnpike,New Hartford,CT,06057,false,10.750,0,0,,false,,,N/A,,,2797,0,6675,true,true,true,true,5400,1275,,Not Submitted,,Fully Paid / Closed,2025-12-01,,,,Approved,,[object Object],,2026-03-17,
4547,,"Guthrie, Rachel",N/A 2,N/A 2,10 Willard Haven Park,South Portland,ME,04106,false,4.300,0,0,,false,,,N/A,,,2798,0,3060,true,true,true,true,2040,1020,,Not Submitted,,Fully Paid / Closed,2025-10-24,,,,Approved,,,,2026-03-17,
